# This file is part of QOBLIB - Quantum Optimization Benchmarking Library
# Licensed under the Creative Commons Attribution 4.0 International License.
# You may obtain a copy of the License at
# 
#     https://creativecommons.org/licenses/by/4.0/
# 
# You are free to share and adapt the material for any purpose, even commercially,
# as long as you give appropriate credit and indicate if changes were made.

# Node Net
6381   1
6324   2
 22   3
4721   4
 69   5
2400   6
5520   7
1601   8
1761   9
6001  10
2640  11
4881  12
 37  13
 13  14
 27  15
 61  16
