# This file is part of QOBLIB - Quantum Optimization Benchmarking Library
# Licensed under the Creative Commons Attribution 4.0 International License.
# You may obtain a copy of the License at
# 
#     https://creativecommons.org/licenses/by/4.0/
# 
# You are free to share and adapt the material for any purpose, even commercially,
# as long as you give appropriate credit and indicate if changes were made.

# Node Net
2350   1
701   2
1101   3
2465   4
 33   5
2462   6
 45   7
350   8
1701   9
  6  10
 20  11
 37  12
200  13
801  14
2453  15
