# This file is part of QOBLIB - Quantum Optimization Benchmarking Library
# Licensed under the Creative Commons Attribution 4.0 International License.
# You may obtain a copy of the License at
# 
#     https://creativecommons.org/licenses/by/4.0/
# 
# You are free to share and adapt the material for any purpose, even commercially,
# as long as you give appropriate credit and indicate if changes were made.

# Node Net
691   1
540   1
120   1
750   1
899   2
 18   2
900   2
877   2
872   3
  7   3
 26   3
 30   4
 91   4
870   4
  9   5
631   5
810   6
 61   6
